icao,name,lat,lon,elevation_ft,type
K3M7,Lafayette Municipal Airport,36.518398,-86.058296,969,small_airport
K3M8,North Pickens Airport,33.386799,-88.006599,237,small_airport
K3M9,Warren Municipal Airport,33.560398,-92.085403,235,small_airport
K3MY,Mount Hawley Auxiliary Airport,40.7953,-89.613403,786,small_airport
K3N6,Old Bridge Airport,40.329899,-74.346802,87,small_airport
K3O1,Gustine Airport,37.262699127197266,-120.96299743652344,75,small_airport
K3O3,Purcell Municipal - Steven E. Shephard field,34.984501,-97.382797,1143,small_airport
K3O4,Sayre Municipal Airport,35.167598724365234,-99.65789794921875,1937,small_airport
K3O9,Grand Lake Regional Airport,36.577598571777,-94.86190032959,792,small_airport
K3P3,Mott Municipal Airport,46.35969924926758,-102.322998046875,2411,small_airport
K3R2,Le Gros Memorial Airport,30.161603,-92.481744,17,small_airport
K3R4,Hart Airport,31.54490089,-93.4865036,319,small_airport
K3R7,Jennings Airport,30.242700576782227,-92.67340087890625,23,small_airport
K3R9,Lakeway Airpark,30.3575,-97.994499,909,small_airport
K3RC,Roscommon Conservation Airport,44.474998,-84.566704,1156,small_airport
K3S4,Illinois Valley Airport,42.1036987305,-123.681999207,1394,small_airport
K3S8,Grants Pass Airport,42.510101,-123.388,1126,small_airport
K3S9,Condon State Pauling Field,45.24660110473633,-120.16600036621094,2911,small_airport
K3T3,Boyceville Municipal Airport,45.043999,-92.020401,967,small_airport
K3T5,Fayette Regional Air Center Airport,29.908001,-96.949997,324,small_airport
K3TR,Jerry Tyler Memorial Airport,41.835899353027,-86.225196838379,750,small_airport
K3U3,Bowman Field,46.153099,-112.867996,5034,small_airport
K3U4,Saint Labre Mission Airport,45.606617,-106.27445,2909,small_airport
K3U7,Benchmark Airport,47.480951,-112.870907,5434,small_airport
K3U8,Big Sandy Airport,48.163204,-110.115709,2700,small_airport
K3V0,Custer State Park Airport,43.724998,-103.349998,3980,small_airport
K3W7,Grand Coulee Dam Airport,47.922000885,-119.083000183,1588,small_airport
K3W8,Eureka Municipal Airport,45.800523,-99.643968,1935,small_airport
K3Y2,George L Scott Municipal Airport,42.98509979248047,-91.79060363769531,1232,small_airport
K3Y3,Winterset Madison County Airport,41.362801,-94.021103,1110,small_airport
K40G,Valle Airport,35.65060043335,-112.14800262451,5999,small_airport
K40J,Perry-Foley Airport,30.0693,-83.580597,44,small_airport
K40U,Manila Airport,40.98609924316406,-109.6780014038086,6175,small_airport
K41F,Floydada Municipal Airport,34.00230026,-101.3300018,3187,small_airport
K41N,Braceville Airport,41.212023,-80.970183,900,small_airport
K41U,Manti-Ephraim Airport,39.32910156,-111.6149979,5500,small_airport
K42A,Melbourne Municipal John E Miller Field,36.070999,-91.830101,735,small_airport
K42I,Parr Airport,40.00699996948242,-82.01239776611328,790,small_airport
K42J,Keystone Heights Airport,29.8447,-82.047501,196,small_airport
K42M,Thayer Memorial Airport,36.522301,-91.571999,790,small_airport
K42U,Morgan County Airport,41.1488,-111.766998,5020,small_airport
K42V,Jones Airport,40.057999,-101.546997,3126,small_airport
K43,Unionville Municipal Airport,40.540199,-93.025497,1046,small_airport
K43A,Montgomery County Airport,35.384097,-79.790546,628,small_airport
K43B,Deblois Flight Strip,44.726398,-67.9907,217,small_airport
K43D,Odessa Municipal Airport,47.347599029541016,-118.677001953125,1737,small_airport
K44C,Beloit Airport,42.497799,-88.967598,817,small_airport
K44N,Sky Acres Airport,41.707401,-73.737999,698,small_airport
K44U,Salina Gunnison Airport,39.029098510699995,-111.837997437,5159,small_airport
K45G,Brighton Airport,42.569801,-83.778503,973,small_airport
K45K,Minneapolis City County Airport,39.09469985961914,-97.72059631347656,1245,small_airport
K45R,Hawthorne Field,30.336299896240234,-94.25749969482422,71,small_airport
K46D,Carrington Municipal Airport,47.451099,-99.1511,1607,small_airport
K46U,Alpine Airport,43.181876,-111.038657,5634,small_airport
K47A,Cherokee County Regional Airport,34.3106,-84.423897,1219,small_airport
K47K,Moundridge Municipal Airport,38.20909881591797,-97.50270080566406,1489,small_airport
K47N,Central Jersey Regional Airport,40.5243988037,-74.59839630130001,86,small_airport
K47V,Curtis Municipal Airport,40.639987,-100.474547,2678,small_airport
K48A,Cochran Airport,32.3993988,-83.27590179,377,small_airport
K48D,Clare Municipal Airport,43.834499,-84.740196,857,small_airport
K48I,Braxton County Airport,38.68700027,-80.65180206,1276,small_airport
K48K,Ness City Municipal Airport,38.473324,-99.909324,2308,small_airport
K48S,Harlem Airport,48.566101,-108.773003,2643,small_airport
K49A,Gilmer County Airport,34.627899169921875,-84.52490234375,1486,small_airport
K49B,Sturgis Municipal Airport,44.417999,-103.375,3243,small_airport
K49R,Real County Airport,29.745500564575195,-99.76090240478516,1640,small_airport
K49X,Chemehuevi Valley Airport,34.528805,-114.431999,631,small_airport
K4A0,Berry Hill Airport,33.535567,-84.179081,770,small_airport
K4A4,Polk County Airport- Cornelius Moore Field,34.018699646,-85.1464996338,974,small_airport
K4A5,Searcy County Airport,35.896999,-92.658997,963,small_airport
K4A6,Scottsboro Municipal Word Field,34.688702,-86.005898,650,small_airport
K4A7,Atlanta Speedway Airport,33.389876,-84.331011,882,small_airport
K4A9,Isbell Field,34.473701,-85.721397,877,small_airport
K4B6,Ticonderoga Municipal Airport,43.8773,-73.413101,273,small_airport
K4B7,Schroon Lake Airport,43.857886,-73.740577,830,small_airport
K4B8,Robertson Field,41.690399169921875,-72.86479949951172,200,small_airport
K4C8,Albia Municipal Airport,40.996128,-92.765594,963,small_airport
K4D0,Abrams Municipal Airport,42.775202,-84.736378,842,small_airport
K4E7,Ellendale Municipal Airport,46.015978,-98.515319,1455,small_airport
K4F2,Panola County Sharpe Field,32.176102,-94.298798,248,small_airport
K4F7,Kizer Field,33.80390167236328,-93.36219787597656,319,small_airport
K4F8,Stephens Ouachita County Airport,33.443403,-93.054242,230,small_airport
K4F9,Lamoure Rott Municipal Airport,46.347285,-98.281533,1310,small_airport
K4G4,Youngstown Elser Metro Airport,40.9618,-80.677299,1070,small_airport
K4G5,Monroe County Airport,39.778999,-81.102798,1197,small_airport
K4G6,Hornell Municipal Airport,42.382139,-77.68211,1219,small_airport
K4G8,Columbia Airport,41.318802,-81.960197,813,small_airport
K4I3,Knox County Airport,40.328701,-82.523804,1191,small_airport
K4I7,Putnam County Airport,39.632596,-86.813793,842,small_airport
K4I9,Morrow County Airport,40.524502,-82.850098,1085,small_airport
K4J1,Brantley County Airport,31.207399368286133,-81.90579986572266,83,small_airport
K4J2,Berrien County Airport,31.212601,-83.226303,240,small_airport
K4J5,Quitman Brooks County Airport,30.805799,-83.586502,185,small_airport
K4J6,St Marys Airport,30.753,-81.5588,23,small_airport
K4J8,Treutlen County Airport,32.387699,-82.563698,345,small_airport
K4K3,Lexington Municipal Airport,39.209998,-93.926854,691,small_airport
K4K6,Bloomfield Municipal Airport,40.732101,-92.428299,888,small_airport
K4M1,Carroll County Airport,36.381302,-93.624603,1205,small_airport
K4M2,Booneville Municipal Airport,35.149534,-93.863545,465,small_airport
K4M3,Carlisle Municipal Airport,34.808201,-91.712097,241,small_airport
K4M7,Russellville Logan County Airport,36.79959,-86.810875,689,small_airport
K4M9,Corning Municipal Airport,36.404202,-90.647903,293,small_airport
K4N1,Greenwood Lake Airport,41.128200531,-74.34670257570001,791,small_airport
K4O4,McCurtain County Regional Airport,33.909401,-94.859398,472,small_airport
K4O5,Cherokee Municipal Airport,36.787998,-98.358498,1177,small_airport
K4P3,Flandreau Municipal Airport,44.003897,-96.593102,1645,small_airport
K4R1,I H Bass Jr Memorial Airport,31.015499114990234,-89.48259735107422,310,small_airport
K4R3,Jackson Municipal Airport,31.470532,-87.895911,62,small_airport
K4R4,H L Sonny Callahan Airport,30.460501,-87.876999,91,small_airport
K4R5,Major Gilbert Field Airport,46.7887,-90.758698,649,small_airport
K4R7,Eunice Airport,30.466299057007,-92.423797607422,42,small_airport
K4R9,Dauphin Island Airport,30.2605,-88.127502,5,small_airport
K4S1,Gold Beach Municipal Airport,42.41339874,-124.4240036,20,small_airport
K4S2,Ken Jernstedt Airfield,45.67259979,-121.5360031,631,small_airport
K4S3,Joseph State Airport,45.3596000671,-117.253997803,4121,small_airport
K4S9,Portland Mulino Airport,45.21630096435547,-122.58999633789062,260,small_airport
K4SD,Reno-Stead Airport,39.6674,-119.875999,5050,small_airport
K4T2,Kenneth Copeland Airport,32.977298736572266,-97.4884033203125,688,small_airport
K4U6,Circle Town County Airport,47.41859817504883,-105.56199645996094,2426,small_airport
K4U9,Dell Flight Strip,44.735699,-112.720001,6007,small_airport
K4V0,Rangely Airport,40.094002,-108.763,5275,small_airport
K4V1,Spanish Peaks Airfield,37.696602,-104.783997,6047,small_airport
K4V4,Northwood Municipal Airpiort - Vince Field,47.724876,-97.590115,1117,small_airport
K4V9,Antelope County Airport,42.112202,-98.038696,1774,small_airport
K4X4,Wessington Springs Airport,44.061881,-98.532193,1546,small_airport
K4Y4,Lakes of the North Airport,44.912498,-84.876404,1286,small_airport
K50,Cook Airfield,37.565399,-97.174587,1345,small_airport
K50D,Iron County Airport,46.009102,-88.273903,1340,small_airport
K50F,Bourland Field,32.581799,-97.590797,873,small_airport
K50I,Kentland Municipal Airport,40.758733,-87.429457,698,small_airport
K50R,Lockhart Municipal Airport,29.850299835205078,-97.67240142822266,532,small_airport
K51A,Hawkinsville Pulaski County Airport,32.283676,-83.438164,270,small_airport
K51D,Edgeley Municipal Airport,46.351198,-98.737165,1601,small_airport
K51J,Lake City Municipal Airport - CJ Evans Field,33.8536,-79.768097,80,small_airport
K51R,Madisonville Municipal Airport,30.9128,-95.952003,287,small_airport
K52A,Madison Municipal Airport,33.612099,-83.460403,694,small_airport
K52F,Aero Valley Airport,33.051575,-97.232051,643,small_airport
K52J,Lee County Butters Field,34.244499,-80.236,211,small_airport
K53A,Dr. C P Savage Sr. Airport,32.301998,-84.0075,337,small_airport
K54F,Robert Lee Airport,31.881799697875977,-100.54000091552734,1922,small_airport
K54J,Defuniak Springs Airport,30.7313,-86.151604,289,small_airport
K54T,RWJ Airpark,29.7617,-94.846497,30,small_airport
K55,Thompson Pass Airport,61.177299,-145.688006,2080,small_airport
K55J,Fernandina Beach Municipal Airport,30.611799,-81.461197,16,small_airport
K55K,Oxford Municipal Airport,37.268732,-97.093375,1189,small_airport
K55M,Star City Municipal Airport,33.925545,-91.861095,398,small_airport
K55Y,Rushford Municipal Airport - Robert W Bunke Field,43.8158,-91.830101,1211,small_airport
K56D,Wyandot County Airport,40.8834,-83.314499,830,small_airport
K56F,Fisher County Airport,32.825699,-100.415001,1941,small_airport
K57C,East Troy Municipal Airport,42.797199,-88.372597,860,small_airport
K57S,Troy Airport,48.480202,-115.903999,2017,small_airport
K58M,Cecil County Airport,39.5742,-75.869797,106,small_airport
K5A1,Norwalk Huron County Airport,41.244801,-82.551201,852,small_airport
K5A4,Okolona Municipal Airport Richard Stovall Field,34.0158,-88.726196,335,small_airport
K5A6,Winona–Montgomery County Airport,33.4654007,-89.72920227,364,small_airport
K5A9,Roosevelt Memorial Airport,32.937904,-84.696467,880,small_airport
K5B2,Saratoga County Airport,43.0513,-73.861198,434,small_airport
K5B5,Napoleon Municipal Airport,46.4944,-99.760101,1983,small_airport
K5C1,Boerne Stage Field,29.7239,-98.694603,1385,small_airport
K5C3,Nary National Shefland Field,47.373603,-94.798781,1389,small_airport
K5C8,Washburn Municipal Airport,47.3511667,-101.0258889,1908,small_airport
K5F0,Arcadia Bienville Parish Airport,32.532016,-92.952675,440,small_airport
K5F1,Post Garza County Municipal Airport,33.201853,-101.337118,2545,small_airport
K5F4,Homer Municipal Airport,32.78850173950195,-93.00370025634766,244,small_airport
K5G7,Bluffton Airport,40.885399,-83.868599,851,small_airport
K5H4,Harvey Municipal Airport,47.791199,-99.931702,1607,small_airport
K5I4,Sheridan Airport,40.177898,-86.2173,936,small_airport
K5J9,Twin City Airport,34.088402,-78.864899,99,small_airport
K5K1,Zelmer Memorial Airpark Inc Airport,39.419998,-89.991203,663,small_airport
K5L0,Lakota Municipal Airport,48.02939987182617,-98.32530212402344,1512,small_airport
K5M0,Hartselle-Morgan County Regional Airport,34.408234,-86.932951,628,small_airport
K5M3,Moultonborough Airport,43.767859,-71.387615,571,small_airport
K5M4,Fordyce Municipal Airport,33.845798,-92.365501,193,small_airport
K5M5,Crystal Lake Airport,36.343601,-94.444801,1180,small_airport
K5M8,Gurdon Lowe Field,33.92390060424805,-93.168701171875,229,small_airport
K5M9,Marion-Crittenden County James C Johnson Regional Airport,37.336265,-88.109751,650,small_airport
K5N2,Prentice Airport,45.538313,-90.275978,1578,small_airport
K5N8,Casselton Robert Miller Regional Airport,46.854,-97.208702,933,small_airport
K5P2,Mc Laughlin Municipal Airport,45.796799,-100.783997,2006,small_airport
K5R1,Roy Wilcox Airport,31.451799,-88.194504,165,small_airport
K5R2,Ocean Springs Airport,30.389400482177734,-88.75340270996094,20,small_airport
K5R4,Foley Municipal Airport,30.427693,-87.700971,74,small_airport
K5R8,De Quincy Industrial Airpark,30.441200256347656,-93.47350311279297,81,small_airport
K5S0,Oakridge State Airport,43.752601623535156,-122.50299835205078,1393,small_airport
K5S2,Crescent Lake State Airport,43.5326,-121.949997,4810,small_airport
K5S6,Cape Blanco State Airport,42.857899,-124.517998,214,small_airport
K5S9,Valley View Airport,45.307671,-122.318133,735,small_airport
K5T6,Doña Ana County International Jetport,31.881001,-106.705002,4112,small_airport
K5T9,Maverick County Memorial International Airport,28.859766,-100.516682,887,small_airport
K5U1,Dutton Airport,47.847198486328125,-111.697998046875,3699,small_airport
K5U5,Fairfield Airport,47.629101,-111.980003,3989,small_airport
K5U7,Fort Smith Landing Strip,45.319806,-107.93149,3242,small_airport
K5V5,Shiprock Airstrip,36.6978,-108.700996,5270,small_airport
K5W1,Wilson Creek Airport,47.418469,-119.109265,1440,small_airport
K5W4,P K Airpark,35.019901,-79.191002,304,small_airport
K5W5,Triple W Airport,35.6203,-78.700302,244,small_airport
K5W8,Siler City Municipal Airport,35.7043,-79.504204,614,small_airport
K5Y1,Albert J Lindberg Airport,46.035412,-84.417673,760,small_airport
K60C,Elroy Municipal Airport,43.70640182495117,-90.25759887695312,944,small_airport
K60D,Bauer Field,43.438457,-83.635433,660,small_airport
K60F,Seymour Municipal Airport,33.64870071411133,-99.2605972290039,1344,small_airport
K60J,Odell Williamson Municipal Airport,33.90850067138672,-78.43669891357422,32,small_airport
K60R,Navasota Municipal Airport,30.37190055847168,-96.11329650878906,228,small_airport
K61A,Camden Municipal Airport,31.9797,-87.339104,143,small_airport
K61B,Boulder City Municipal Airport,35.947161,-114.858799,2201,medium_airport
K61C,Fort Atkinson Municipal Airport,42.9632,-88.817596,800,small_airport
K61R,Newton Municipal Airport,30.884399,-93.741798,320,small_airport
K61S,Cottage Grove State Airport,43.799800872802734,-123.02899932861328,641,small_airport
K62D,Warren Airport,41.266998,-80.927399,905,small_airport
K62S,Christmas Valley Airport,43.23623,-120.665059,4317,small_airport
K63,Council Grove Municipal Airport,38.676439,-96.572663,1409,small_airport
K63B,Limington Harmon Airport,43.76300048828125,-70.67250061035156,291,small_airport
K63C,Adams County Legion Field,43.960131,-89.789248,976,small_airport
K63F,Stanton Municipal Airport,32.17359924316406,-101.8219985961914,2731,small_airport
K63M,Hermann Municipal Airport,38.7052,-91.490601,507,small_airport
K64,Vinland Valley Aerodrome,38.837501525878906,-95.18219757080078,890,small_airport
K64S,Prospect State Airport,42.74319839477539,-122.48799896240234,2578,small_airport
K65,Dighton Airport,38.48970031738281,-100.4800033569336,2778,small_airport
K65J,Wrens Memorial Airport,33.22278,-82.384443,450,small_airport
K65S,Boundary County Airport,48.7258,-116.294998,2337,small_airport
K66R,Robert R Wells Jr Airport,29.6411,-96.5158,242,small_airport
K66V,Bluff Airport,37.254986,-109.633035,4476,small_airport
K66Y,Diamondhead Airport,30.363001,-89.387703,14,small_airport
K67,Oswego Municipal Airport,37.1598014831543,-95.0425033569336,830,small_airport
K67A,Fort Deposit Lowndes County Airport,31.972382,-86.59215,490,small_airport
